transaction_date,brand_name,outlet_name,channel,transaction_hour,platform_promo_spend,ad_spend,clicks,impressions,reach,actual,past_12h_tot_ord_promo,past_12h_tot_ord_nonpromo,past_12h_tot_sales_promo,past_12h_tot_sales_nonpromo,past_15d_tot_ord_promo,past_15d_tot_ord_nonpromo,past_15d_tot_sales_promo,past_15d_tot_sales_nonpromo,past_qtr_tot_ord_promo,past_qtr_tot_ord_nonpromo,past_qtr_tot_sales_promo,past_qtr_tot_sales_nonpromo
2020-01-03,Pizzeria,Pizzeria - Central,Platform B,20.0,0.0,94.47,147.0,23366.0,20726.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,3.0,0.0,100.58,0.0,1.0,0.0,29.96,0.0,1.0,0.0,29.96
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,4.0,0.0,131.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,5.0,0.0,185.04,0.0,1.0,0.0,42.8,0.0,1.0,0.0,42.8
2020-01-04,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,6.0,0.0,206.44,0.0,3.0,0.0,79.18,0.0,3.0,0.0,79.18
2020-01-04,Pizzeria,Pizzeria - Central,Platform B,17.0,0.0,76.94,104.0,15969.0,14417.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,1.0,0.0,77.04,0.0,1.0,0.0,67.41,0.0,1.0,0.0,67.41
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,4.0,0.0,158.29000000000002,0.0,1.0,0.0,25.68,0.0,1.0,0.0,25.68
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,3.0,0.0,136.89000000000001,0.0,1.0,0.0,53.5,0.0,1.0,0.0,53.5
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,1.0,0.0,77.04,0.0,1.0,0.0,67.41,0.0,1.0,0.0,67.41
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,13.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,9.0,0.0,333.2,0.0,3.0,0.0,149.8,0.0,3.0,0.0,149.8
2020-01-05,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,6.0,0.0,233.19,0.0,4.0,0.0,147.66000000000003,0.0,4.0,0.0,147.66000000000003
2020-01-05,Pizzeria,Pizzeria - Central,Platform B,18.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-05,Pizzeria,Pizzeria - Central,Platform B,19.0,0.0,48.13,66.0,9897.0,8886.0,non-promo,0.0,1.0,0.0,64.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,50.66,67.0,10574.0,9576.0,non-promo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,60.92,0.0,2.0,0.0,60.92
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,50.66,67.0,10574.0,9576.0,non-promo,0.0,1.0,0.0,42.8,0.0,3.0,0.0,100.58000000000001,0.0,3.0,0.0,100.58000000000001
2020-01-06,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,50.66,67.0,10574.0,9576.0,non-promo,0.0,2.0,0.0,72.75999999999999,0.0,6.0,0.0,447.79,0.0,6.0,0.0,447.79
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,48.82,101.0,11616.0,10479.0,non-promo,0.0,5.0,0.0,237.0,0.0,4.0,0.0,130.54000000000002,0.0,4.0,0.0,130.54000000000002
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,48.82,101.0,11616.0,10479.0,non-promo,0.0,6.0,0.0,292.64000000000004,0.0,7.0,0.0,247.67000000000002,0.0,7.0,0.0,247.67000000000002
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,48.82,101.0,11616.0,10479.0,non-promo,0.0,1.0,0.0,64.73,0.0,2.0,0.0,64.19999999999999,0.0,2.0,0.0,64.19999999999999
2020-01-07,Pizzeria,Pizzeria - Central,Platform A,15.0,0.0,48.82,101.0,11616.0,10479.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,3.0,0.0,118.2,0.0,2.0,0.0,74.9,0.0,2.0,0.0,74.9
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,13.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,2.0,0.0,96.30000000000001,0.0,1.0,0.0,77.04,0.0,1.0,0.0,77.04
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,4.0,0.0,148.66,0.0,5.0,0.0,186.18,0.0,5.0,0.0,186.18
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,0.0,0.0,0.0,0.0,3.0,0.0,100.58,0.0,3.0,0.0,100.58
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,1.0,0.0,34.24,0.0,3.0,0.0,103.72,0.0,3.0,0.0,103.72
2020-01-08,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,49.94,77.0,11550.0,10434.0,non-promo,0.0,5.0,0.0,178.62,0.0,8.0,0.0,273.35,0.0,8.0,0.0,273.35
2020-01-09,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,47.22,65.0,8208.0,7407.0,non-promo,0.0,0.0,0.0,0.0,0.0,6.0,0.0,236.47,0.0,6.0,0.0,236.47
2020-01-09,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,47.22,65.0,8208.0,7407.0,non-promo,0.0,1.0,0.0,58.85,0.0,9.0,0.0,321.5,0.0,9.0,0.0,321.5
2020-01-09,Pizzeria,Pizzeria - Central,Platform B,19.0,0.0,47.22,65.0,8208.0,7407.0,non-promo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.16,0.0,1.0,0.0,33.16
2020-01-10,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,50.629999999999995,88.0,9862.0,9120.0,non-promo,0.0,1.0,0.0,42.8,0.0,4.0,0.0,165.78,0.0,4.0,0.0,165.78
2020-01-10,Pizzeria,Pizzeria - Central,Platform A,10.0,0.0,50.629999999999995,88.0,9862.0,9120.0,non-promo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,34.24,0.0,1.0,0.0,34.24
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,50.949999999999996,113.0,10550.0,9701.0,non-promo,0.0,2.0,0.0,68.48,0.0,3.0,0.0,127.25999999999999,0.0,3.0,0.0,127.25999999999999
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,50.949999999999996,113.0,10550.0,9701.0,non-promo,0.0,0.0,0.0,0.0,0.0,4.0,0.0,134.82,0.0,4.0,0.0,134.82
2020-01-11,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,50.949999999999996,113.0,10550.0,9701.0,non-promo,0.0,3.0,0.0,90.38,0.0,6.0,0.0,216.14000000000001,0.0,6.0,0.0,216.14000000000001
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,4.0,0.0,179.69,0.0,3.0,0.0,105.36000000000001,0.0,3.0,0.0,105.36000000000001
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,9.0,0.0,445.55,0.0,10.0,0.0,407.1,0.0,10.0,0.0,407.1
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,3.0,0.0,89.81,0.0,4.0,0.0,149.16,0.0,4.0,0.0,149.16
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,12.0,0.0,521.52,0.0,7.0,0.0,498.08000000000004,0.0,7.0,0.0,498.08000000000004
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,0.0,0.0,0.0,0.0,6.0,0.0,203.3,0.0,6.0,0.0,203.3
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,12.0,0.0,521.52,0.0,7.0,0.0,498.08000000000004,0.0,7.0,0.0,498.08000000000004
2020-01-12,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,6.0,0.0,303.81,0.0,8.0,0.0,333.84000000000003,0.0,8.0,0.0,333.84000000000003
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,20.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,1.0,2.0,64.2,286.75,0.0,1.0,0.0,28.89,0.0,1.0,0.0,28.89
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,16.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,18.0,9.0,50.48,107.0,10845.0,9972.0,promo,0.0,1.0,0.0,114.49,0.0,1.0,0.0,64.2,0.0,1.0,0.0,64.2
2020-01-12,Pizzeria,Pizzeria - Central,Platform B,19.0,0.0,50.48,107.0,10845.0,9972.0,non-promo,1.0,1.0,64.2,114.49,0.0,2.0,0.0,58.839999999999996,0.0,2.0,0.0,58.839999999999996
2020-01-13,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,51.39,100.0,9972.0,9106.0,non-promo,0.0,1.0,0.0,64.2,0.0,9.0,0.0,575.12,0.0,9.0,0.0,575.12
2020-01-13,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,51.39,100.0,9972.0,9106.0,non-promo,0.0,0.0,0.0,0.0,0.0,5.0,0.0,239.04,0.0,5.0,0.0,239.04
2020-01-13,Pizzeria,Pizzeria - Central,Platform B,16.0,0.0,51.39,100.0,9972.0,9106.0,non-promo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114.49,0.0,1.0,0.0,114.49
2020-01-13,Pizzeria,Pizzeria - Central,Platform B,18.0,0.0,51.39,100.0,9972.0,9106.0,non-promo,0.0,1.0,0.0,85.6,1.0,1.0,64.2,64.2,1.0,1.0,64.2,64.2
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,5.0,0.0,242.75,0.0,11.0,0.0,475.58000000000004,0.0,11.0,0.0,475.58000000000004
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,4.0,0.0,217.07,0.0,7.0,0.0,295.32,0.0,7.0,0.0,295.32
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,3.0,0.0,165.71,0.0,5.0,0.0,229.48000000000002,0.0,5.0,0.0,229.48000000000002
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,8.0,0.0,332.63,0.0,13.0,0.0,483.07,0.0,13.0,0.0,483.07
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,2.0,0.0,135.75,0.0,6.0,0.0,303.24,0.0,6.0,0.0,303.24
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,0.0,0.0,0.0,0.0,5.0,0.0,191.46,0.0,5.0,0.0,191.46
2020-01-14,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,51.22,128.0,10451.0,9584.0,non-promo,0.0,9.0,0.0,358.31000000000006,0.0,11.0,0.0,626.98,0.0,11.0,0.0,626.98
2020-01-15,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,44.08,93.0,9155.0,8301.0,non-promo,0.0,1.0,0.0,29.96,0.0,14.0,0.0,508.75,0.0,14.0,0.0,508.75
2020-01-15,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,44.08,93.0,9155.0,8301.0,non-promo,0.0,0.0,0.0,0.0,0.0,14.0,0.0,565.46,0.0,14.0,0.0,565.46
2020-01-16,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,39.2,83.0,8839.0,7947.0,non-promo,0.0,0.0,0.0,0.0,0.0,15.0,0.0,540.85,0.0,15.0,0.0,540.85
2020-01-16,Pizzeria,Pizzeria - Central,Platform B,20.0,0.0,39.2,83.0,8839.0,7947.0,non-promo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,58.85,0.0,2.0,0.0,58.85
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,39.85,69.0,8801.0,7918.0,non-promo,0.0,1.0,0.0,25.68,0.0,7.0,0.0,327.21000000000004,0.0,7.0,0.0,327.21000000000004
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,39.85,69.0,8801.0,7918.0,non-promo,0.0,2.0,0.0,97.37,0.0,15.0,0.0,595.4200000000001,0.0,15.0,0.0,595.4200000000001
2020-01-17,Pizzeria,Pizzeria - Central,Platform A,9.0,0.0,39.85,69.0,8801.0,7918.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,38.94,68.0,7760.0,6993.0,non-promo,0.0,2.0,0.0,103.78999999999999,0.0,17.0,0.0,711.48,0.0,17.0,0.0,711.48
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,13.0,0.0,38.94,68.0,7760.0,6993.0,non-promo,0.0,0.0,0.0,0.0,0.0,2.0,0.0,98.94,0.0,2.0,0.0,98.94
2020-01-18,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,38.94,68.0,7760.0,6993.0,non-promo,0.0,1.0,0.0,29.96,0.0,7.0,0.0,333.2,0.0,7.0,0.0,333.2
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,34.58,48.0,7232.0,6668.0,non-promo,0.0,3.0,0.0,223.62,0.0,13.0,0.0,571.88,0.0,16.0,0.0,651.0600000000001
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,34.58,48.0,7232.0,6668.0,non-promo,0.0,0.0,0.0,0.0,0.0,9.0,0.0,293.11,0.0,9.0,0.0,293.11
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,34.58,48.0,7232.0,6668.0,non-promo,0.0,1.0,0.0,108.06,0.0,7.0,0.0,368.94,0.0,8.0,0.0,398.90000000000003
2020-01-19,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,34.58,48.0,7232.0,6668.0,non-promo,0.0,2.0,0.0,138.02,0.0,17.0,0.0,711.4799999999999,0.0,18.0,0.0,737.16
2020-01-19,Pizzeria,Pizzeria - Central,Platform B,19.0,0.0,34.58,48.0,7232.0,6668.0,non-promo,0.0,0.0,0.0,0.0,0.0,3.0,0.0,231.1,0.0,3.0,0.0,231.1
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,36.53,71.0,10332.0,9796.0,non-promo,0.0,1.0,0.0,36.38,0.0,5.0,0.0,227.34000000000003,0.0,6.0,0.0,280.84000000000003
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,36.53,71.0,10332.0,9796.0,non-promo,0.0,0.0,0.0,0.0,0.0,7.0,0.0,339.61999999999995,0.0,8.0,0.0,407.03
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,36.53,71.0,10332.0,9796.0,non-promo,0.0,3.0,0.0,132.68,0.0,18.0,0.0,797.0799999999999,0.0,19.0,0.0,822.76
2020-01-20,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,36.53,71.0,10332.0,9796.0,non-promo,0.0,5.0,0.0,195.24,0.0,9.0,0.0,507.14,0.0,12.0,0.0,656.94
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,57.26,143.0,16862.0,15971.0,non-promo,0.0,0.0,0.0,0.0,0.0,6.0,0.0,316.15000000000003,0.0,9.0,0.0,443.40999999999997
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,57.26,143.0,16862.0,15971.0,non-promo,0.0,3.0,0.0,186.18,0.0,10.0,0.0,457.96,0.0,17.0,0.0,705.6300000000001
2020-01-21,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,57.26,143.0,16862.0,15971.0,non-promo,0.0,1.0,0.0,57.78,0.0,18.0,0.0,784.74,0.0,21.0,0.0,885.3199999999999
2020-01-21,Pizzeria,Pizzeria - Central,Platform B,18.0,0.0,57.26,143.0,16862.0,15971.0,non-promo,0.0,0.0,0.0,0.0,1.0,2.0,64.2,62.06,1.0,3.0,64.2,126.26
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,32.269999999999996,53.0,8304.0,7636.0,non-promo,0.0,1.0,0.0,34.24,0.0,6.0,0.0,302.24,0.0,8.0,0.0,377.14000000000004
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,32.269999999999996,53.0,8304.0,7636.0,non-promo,0.0,0.0,0.0,0.0,0.0,7.0,0.0,300.59000000000003,0.0,10.0,0.0,401.17
2020-01-22,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,32.269999999999996,53.0,8304.0,7636.0,non-promo,0.0,2.0,0.0,65.77000000000001,0.0,6.0,0.0,256.8,0.0,8.0,0.0,321.0
2020-01-23,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,34.88,106.0,12538.0,10450.0,non-promo,0.0,0.0,0.0,0.0,0.0,8.0,0.0,334.83000000000004,0.0,11.0,0.0,435.41
2020-01-23,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,34.88,106.0,12538.0,10450.0,non-promo,0.0,3.0,0.0,93.09,0.0,10.0,0.0,462.24,0.0,18.0,0.0,735.5900000000001
2020-01-23,Pizzeria,Pizzeria - Central,Platform A,14.0,0.0,34.88,106.0,12538.0,10450.0,non-promo,0.0,2.0,0.0,52.43,0.0,7.0,0.0,373.93000000000006,0.0,10.0,0.0,501.18999999999994
2020-01-23,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,34.88,106.0,12538.0,10450.0,non-promo,0.0,1.0,0.0,29.96,0.0,6.0,0.0,325.14,0.0,9.0,0.0,428.86
2020-01-23,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,34.88,106.0,12538.0,10450.0,non-promo,0.0,5.0,0.0,161.57,0.0,7.0,0.0,375.0,0.0,14.0,0.0,873.08
2020-01-24,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,37.67,96.0,12149.0,10395.0,non-promo,0.0,2.0,0.0,77.54,0.0,17.0,0.0,797.5799999999999,0.0,23.0,0.0,1013.7199999999999
2020-01-24,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,37.67,96.0,12149.0,10395.0,non-promo,0.0,4.0,0.0,134.25,0.0,11.0,0.0,482.57000000000005,0.0,20.0,0.0,804.0700000000002
2020-01-24,Pizzeria,Pizzeria - Central,Platform A,10.0,0.0,37.67,96.0,12149.0,10395.0,non-promo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,42.8,0.0,2.0,0.0,77.03999999999999
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,0.0,0.0,0.0,0.0,8.0,0.0,330.55,0.0,12.0,0.0,465.37
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,6.0,0.0,272.85,0.0,12.0,0.0,488.99,0.0,22.0,0.0,896.0900000000001
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,7.0,0.0,337.05,0.0,9.0,0.0,469.65999999999997,0.0,16.0,0.0,967.74
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,5.0,0.0,197.95,0.0,19.0,0.0,854.29,0.0,25.0,0.0,1070.4299999999998
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,17.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,3.0,0.0,102.72,0.0,2.0,0.0,89.88,0.0,9.0,0.0,385.2
2020-01-25,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,2.0,0.0,56.71,0.0,6.0,0.0,285.54999999999995,0.0,10.0,0.0,451.33000000000004
2020-01-25,Pizzeria,Pizzeria - Central,Platform B,14.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,Pizzeria,Pizzeria - Central,Platform B,17.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,1.0,0.0,31.56,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.38
2020-01-25,Pizzeria,Pizzeria - Central,Platform B,19.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,3.0,0.0,83.99,0.0,2.0,0.0,250.35999999999999,0.0,4.0,0.0,309.2
2020-01-25,Pizzeria,Pizzeria - Central,Platform B,18.0,0.0,55.89,103.0,18289.0,15621.0,non-promo,0.0,2.0,0.0,61.519999999999996,1.0,3.0,64.2,101.65,1.0,4.0,64.2,165.85000000000002
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,16.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,5.0,0.0,313.44,0.0,6.0,0.0,303.31000000000006,0.0,9.0,0.0,408.6700000000001
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,12.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,3.0,0.0,148.66,0.0,6.0,0.0,305.88,0.0,11.0,0.0,497.34000000000003
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,20.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,8.0,0.0,437.55999999999995,0.0,10.0,0.0,515.67,0.0,17.0,0.0,1013.75
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,0.0,0.0,0.0,0.0,10.0,0.0,387.26,0.0,14.0,0.0,522.08
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,18.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,6.0,0.0,391.54999999999995,0.0,20.0,0.0,929.1899999999999,0.0,26.0,0.0,1145.33
2020-01-26,Pizzeria,Pizzeria - Central,Platform A,19.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,7.0,0.0,391.54999999999995,0.0,13.0,0.0,553.19,0.0,23.0,0.0,960.29
2020-01-26,Pizzeria,Pizzeria - Central,Platform B,15.0,0.0,58.58,119.0,18530.0,14695.0,non-promo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,Pizzeria,Pizzeria - Central,Platform A,11.0,0.0,61.59,92.0,14348.0,12486.0,non-promo,0.0,0.0,0.0,0.0,0.0,11.0,0.0,467.43999999999994,0.0,17.0,0.0,670.74
